,TP53,EGFR,KRAS,BRAF,ALK,MET,Cancer Type
TCGA-05-5428-01,-0.3614927472610038,-0.2201355106483636,-0.2175923774049435,2.194030159661002,-0.1090537441116315,-0.2335213450183967,1
TCGA-05-5429-01,-0.3534837079634476,-0.2109712126488004,-0.2066837185193082,-0.3142173183718617,-0.0974844385878972,-0.2253517375783999,1
TCGA-05-5715-01,0.121709031098647,-0.1987162254046934,-0.1920960790186996,-0.303312573942869,1.671490536868472,-0.2144269035134998,1
TCGA-35-3615-01,2.624837638621555,-0.2099419642443495,-0.2054585597833882,-0.3133014715757026,-0.0961850821885881,-0.2244342035323652,1
TCGA-35-4122-01,-0.3742316053574626,-0.234711877105414,-0.2349432546330257,-0.3353422590443483,0.0227449403026341,1.778665776662756,1
TCGA-35-4123-01,-0.3657171588555287,-0.2249692697656211,-0.2233462092148655,0.6249298618226776,-0.1151560376051815,0.8225049450193194,1
TCGA-35-5375-01,0.826195739775773,-0.2225650601167537,-0.2204843748495604,3.524858419828325,-0.1121208857613434,-0.2356871918092525,1
TCGA-38-4625-01,1.5068915678399728,-0.2189313194939657,-0.2161589767738148,-0.3213003882310933,-0.1075335343394405,-0.2324478564637233,1
TCGA-38-4626-01,-0.3453798066084982,-0.2016983692756282,-0.1956458533972136,-0.3059661480441941,-0.0857781018817929,-0.2170853662518669,1
TCGA-38-4627-01,-0.3627340569040045,-0.2215558721993003,-0.2192830949759106,-0.3236357702206467,-0.1108468543681656,-0.2347875408900904,1
TCGA-38-4628-01,1.969438472767583,-0.0722583593394972,-0.2162978871662702,0.8822662988054463,-0.1076808573777339,-0.2325518878930305,1
TCGA-38-4631-01,-0.364876527766615,-0.2240073823880859,-0.2222012332125106,-0.2569027657924795,-0.1139417199399705,4.458639856897597,1
TCGA-38-4632-01,-0.3604956633599001,-0.2189946030237662,-0.2162343058868254,0.2307255366183981,-0.1076134255096007,0.1833747925086717,1
TCGA-38-6178-01,2.134787623399306,9.456157671276324,-0.1988119943912161,3.297220495757047,-0.0891359896730291,1.4152388984815998,1
TCGA-38-7271-01,1.3576079357167938,-0.1945042085268689,-0.1870823337931608,-0.2995646330704405,-0.0766959611991983,-0.2106720578696648,1
TCGA-38-A44F-01,-0.3551576992677409,-0.2128866677478785,-0.2089637672789175,-0.3159217304536206,1.7290453993575237,-0.227059289671223,1
TCGA-44-2655-01,3.4670633740753285,-0.2150353168221973,-0.2115213968778019,-0.3178336434206704,-0.1026150948437887,-0.2289747249248926,1
TCGA-44-2656-01,-0.3486759992715419,1.301441057904847,-0.2001354107644061,4.161141049946157,-0.0905395543565586,4.559613763853092,1
TCGA-44-2657-01,-0.3454648896418197,-0.2017957250561527,-0.1957617401787583,-0.3060527772576039,-0.0859010069607682,-0.2171721550608883,1
TCGA-44-2659-01,-0.347407200848554,5.0671735859832,-0.1984072522828726,3.043104019035279,-0.0887067357052556,-0.21915340643147,1
TCGA-44-2662-01,-0.351870132357695,-0.2091248878716883,-0.204485958561418,-0.3125744198990782,-0.0951535786089366,4.562404503101306,1
TCGA-44-2665-01,0.7054136949457228,-0.2101410624849582,-0.2056955550002213,-0.3134786333619087,-0.0964364302323716,-0.224611691700891,1
TCGA-44-2666-01,2.695250450936342,-0.2022149129615006,-0.1962607176092873,0.9381738424388204,-0.0864302032995445,-0.2175458444182673,1
TCGA-44-2668-01,-0.3622599411980954,1.317826927153408,-0.0097858107279591,1.0823825529140445,-0.1101619795346838,0.4987640608854871,1
TCGA-44-3396-01,1.3402225020798288,-0.2153943985934223,-0.2119488273863395,-0.3181531619045596,-0.1030684112592417,-0.2292948320525642,1
TCGA-44-3398-01,-0.3752906638500742,-0.235923698806454,0.0045722144952872,1.11974989601186,-0.1289852623223945,-0.2475958872742851,1
TCGA-44-3918-01,-0.3670121611700144,-0.2264510688527716,-0.2251100585331157,1.4041281635638094,-0.1170267085900024,-0.2391514141515615,1
TCGA-44-3919-01,-0.3549932528564634,-0.2126985008701901,-0.2087397841345047,-0.3157542956231861,-0.0996650229776407,2.9930471842329336,1
TCGA-44-4112-01,3.346712413813565,-0.2190008158150901,0.2794013512364584,-0.2554658485310316,-0.1076212687378528,-0.2325098096719382,1
TCGA-44-5643-01,1.0349849134463556,-0.2166863788288773,3.9812101595402782,4.312872014891762,5.006197383681094,-0.2304465810839035,1
TCGA-44-5644-01,0.2582806889700125,1.684277636660105,-0.1001830263191065,-0.3118245982244726,0.593289498183528,-0.2229546093610279,1
TCGA-44-5645-01,1.5585611607502166,1.2228058546078089,-0.2045367027305043,-0.3126123528487596,-0.0952073959298247,-0.2237438152530351,1
TCGA-44-6145-01,-0.3512683397235854,-0.2084362900476515,-0.2036662908932381,0.2166054186127815,-0.094284270495032,0.6781811744110243,1
TCGA-44-6146-01,-0.348553583367944,-0.2053299454144198,1.3069719961322253,-0.3091976005850356,-0.0903627207892517,-0.2203227720459387,1
TCGA-44-6148-01,0.3457889983629084,-0.0347602449157551,-0.2014824999959024,-0.3103292349903991,-0.0919682255663106,-0.2214564912432322,1
TCGA-44-6774-01,1.4744206638817023,-0.1919193377081303,-0.1840054506509499,0.1723546696560007,-0.0734327368646342,-0.2083677482680778,1
TCGA-44-6775-01,-0.3513956057683149,1.0687189023124088,-0.2038396327658521,-0.3120912699269242,0.0404066426125352,0.2196718406055327,1
TCGA-44-6776-01,0.1216212780900415,-0.2003784344655452,1.324021062818615,-0.304791642393541,-0.0841117735836527,0.1621863787548378,1
TCGA-44-6777-01,-0.3527114281971154,1.1772459879810917,-0.2056318399827942,2.774568325194954,0.9747345173266256,2.9262596979018034,1
TCGA-44-6778-01,-0.3664619219833499,-0.2258214607699183,-0.2243606088962955,0.5789421025776327,0.965915914069762,-0.2385901435688933,1
TCGA-44-6779-01,1.3507460592882334,2.539977947193892,-0.1971685058460562,-0.3071043812592468,-0.0873929687111444,0.1275158345124341,1
TCGA-44-7659-01,-0.3387293508733766,0.2525258155626557,-0.1865876442471355,-0.2991948362249074,-0.0761713124263872,-0.2103015797533293,1
TCGA-44-7660-01,-0.3608359455103123,-0.2193839689532431,-0.2166977849341626,-0.3217031652043386,-0.1081049736236914,-0.2328513754665317,1
TCGA-44-7661-01,-0.3601088434592706,0.5491414287531988,3.360466358222715,-0.1752129456869549,-0.1070546521727777,0.6155414284775977,1
TCGA-44-7662-01,-0.3475475431924019,-0.2041787896233609,-0.1985984046420219,-0.3081732780419429,-0.0889094645711745,7.160750989248444,1
TCGA-44-7667-01,1.6154818664041142,-0.2211632063176412,0.314059279626419,0.1553231753851655,8.730019386113145,-0.2344374948627365,1
TCGA-44-7669-01,-0.3620945969235752,-0.2208241737268959,1.9413185877496333,1.400644356785357,-0.109923134604917,-0.2341352607826262,1
TCGA-44-7670-01,-0.3620569386000772,-0.220781083402841,6.053505904131699,-0.3229463469153799,-0.1098687359893187,-0.2340968474713167,1
TCGA-44-7671-01,1.6690412869741218,-0.2031746525951388,-0.1974031370595151,-0.3072797758745118,-0.0876418095835531,-0.2184014141576849,1
TCGA-44-7672-01,0.2970197889280478,-0.2098265319748701,2.4643029816137827,-0.3131987575236634,-0.0960393567666333,0.0724128932621139,1
TCGA-44-8117-01,-0.3483440193420114,1.6526883078746617,0.8204422847578552,2.0601492849700214,-0.0900599990578777,-0.1731890834025736,1
TCGA-44-8119-01,-0.3646382547488389,-0.2237347398327146,0.0082544408938686,1.7095648798978935,-0.1135975271799781,-0.2367299147881847,1
TCGA-44-8120-01,-0.3482222439668982,-0.2049508121754173,-0.1995173763595286,-0.3088602398849789,-0.0898840907538216,-0.2199847898316707,1
TCGA-44-A479-01,-0.3597152033770053,-0.218101566094585,4.752320339868587,1.3226580636791918,-0.1064860268721745,-0.2317081642859628,1
TCGA-44-A47A-01,2.169764413304924,-0.2047556470244201,-0.1992850628687742,1.624512306965341,-0.0896377079692832,-0.2198108078562165,1
TCGA-44-A47B-01,-0.3478696842746581,-0.2045473977380192,2.710241664904541,0.5822385005937424,-0.08937480734999,-0.1471421939161943,1
TCGA-44-A47G-01,-0.3460941371182422,-0.2025157379285041,-0.1966188025329204,-0.3066934597978777,-0.0868099744454193,2.738973127550444,1
TCGA-44-A4SS-01,-0.3483012715921209,-0.2050412390894118,-0.1996250154126119,-0.3089407036477695,-0.089998248608097,-0.220065401831562,1
TCGA-44-A4SU-01,-0.3463093589542336,1.6656440377865906,-0.1969119440079892,-0.306912592774603,-0.0871208690587997,-0.2180335546022354,1
TCGA-49-4486-01,1.198082461232577,-0.2181206274496673,-0.2151939750930563,-0.3205790174636171,-0.1065100905419344,-0.2317251567264426,1
TCGA-49-4487-01,2.9468215751323217,-0.208966304750282,-0.2042971902371532,-0.312433309314853,-0.0949533781590445,-0.2235644418700952,1
TCGA-49-4488-01,-0.3534527222478429,-0.210935757418656,0.9659404747552364,1.6876951161593152,-0.0974396787612335,0.787077457004969,1
TCGA-49-4490-01,-0.3536116574891295,-0.2111176181711967,-0.2068579913226228,-0.31434759307333,-0.0976692656438316,1.409124002129542,1
TCGA-49-4494-01,1.8929058953037416,-0.2171266419876396,-0.2140107913573182,-0.319694548372492,-0.1052552512190647,-0.2308390581920849,1
TCGA-49-4501-01,0.7453886586120015,0.5092161851093437,-0.2197227481943506,0.055881934617677,-0.1113131337212879,-0.2351168017315964,1
TCGA-49-4505-01,0.3076215469146799,-0.2174459088456806,-0.2143908284586895,-0.3199786387123867,-0.1056583040032992,0.4954656789511395,1
TCGA-49-4506-01,-0.3593520645120362,-0.2176860464985187,-0.214676674656678,-0.3201923182274949,-0.1059614615254105,-0.2313377450805147,1
TCGA-49-4507-01,0.9961868608709576,-0.218593187337508,-0.2157564834946527,-0.320999511153382,-0.1071066653937071,-0.2321464250849935,1
TCGA-49-4510-01,-0.3540564040277524,-0.2116265168871088,-0.2074637553974583,-0.3148004218137216,-0.0983117158048045,-0.2259359152623862,1
TCGA-49-4512-01,-0.3517110112187727,-0.0081526082634726,-0.2042692286689169,-0.3124124071150531,-0.0949237231914412,0.4069739710994459,1
TCGA-49-4514-01,4.82697482467877,-0.2150605828023321,0.0174444127213558,-0.3178561256191933,-0.1026469914324362,-0.2289972485420095,1
TCGA-49-6742-01,3.3715217555622603,-0.214572551080578,-0.1033607755847605,-0.3174218647674304,-0.1020308844382599,-0.2285621876584387,1
TCGA-49-6743-01,-0.3592630042496649,-0.2175841397961082,-0.2145553707166698,2.475131849921171,-0.1058328112157894,-0.2312468993055041,1
TCGA-49-6744-01,-0.3506040447963414,-0.2076761743275651,-0.202761492391004,-0.3112853242325706,-0.0933246758812937,-0.2224143418732928,1
TCGA-49-6745-01,1.1180499159710355,0.2573935955531288,7.357398440297093,1.3960500657074626,-0.0892817866850178,4.535923140659419,1
TCGA-49-6761-01,3.0165334357026845,4.629333327934758,-0.1995131252346466,-0.308857062028111,6.308284334180186,-0.2199816061202879,1
TCGA-49-6767-01,-0.3488919893366968,-0.2057171645336252,-0.2004295986009147,4.647970371126186,-0.0908515587007788,4.979053365641854,1
TCGA-49-AAQV-01,2.5696536729040345,-0.2142940908352218,-0.210639083639028,0.9874388554561528,-0.1016793472386956,-0.2283139514168506,1
TCGA-49-AAR0-01,-0.3620139956185631,-0.2207319461386869,-0.2183023402751529,-0.3229026235481607,0.0634450769341291,-0.2340530435532387,1
TCGA-49-AAR2-01,0.8548741405882199,-0.2178655481561775,-0.2148903432162228,-0.3203520425635844,-0.1061880702105024,-0.2314977636741889,1
TCGA-49-AAR3-01,-0.3531418082093157,-0.2105799957853999,-0.2062180362255473,-0.313869205409627,-0.0969905537950922,3.0115574267317697,1
TCGA-49-AAR4-01,-0.3527002925178319,-0.2100747939480864,-0.2056166727046413,-0.3134196662292732,-0.0963527706929593,-0.2245526159340519,1
TCGA-49-AAR9-01,-0.3559356374076236,-0.2137768190724308,9.335665044163084,-0.3167138057535798,-0.101026326673147,0.369210105925061,1
TCGA-49-AARE-01,1.9896776844561703,-0.2163287592464492,-0.2130610371421239,0.7818347882071981,-0.1042479782991546,-0.230127777439431,1
TCGA-49-AARN-01,0.5713315654564027,-0.1956737548661639,-0.188474495207698,-0.3006053199086915,-0.078172434238826,-0.2117146619486003,1
TCGA-49-AARO-01,0.6333974944379182,-0.210327790138723,-0.205917824974368,-0.3136447875407399,-0.0966721612481285,1.4140216335291684,1
TCGA-49-AARQ-01,-0.3572481291445105,-0.2152786303324239,-0.2118110234357176,1.290873708081679,2.19628928548446,-0.2291916292489874,1
TCGA-49-AARR-01,-0.347494073573075,-0.2041176073133196,-0.1985255767014522,-0.308118836740513,-0.088832226048644,-0.2192420208120731,1
TCGA-4B-A93V-01,3.56072437284319,-0.2137052436081711,-0.2099381534056424,3.1293869923730444,-0.1009359674973474,-0.2277890175171275,1
TCGA-50-5044-01,-0.3565916096085071,-0.2145274115598668,-0.2109168153535819,-0.3173816986760916,-0.1019738988506756,-0.2285219475697535,1
TCGA-50-5045-01,-0.3700584091683092,-0.2299367209266057,-0.2292591804264976,-0.3310932250224264,0.6133623560049848,-0.2422587344413418,1
TCGA-50-5049-01,-0.3523972839477638,-0.2097280781024827,-0.2052039618903361,0.7102855613616316,-0.078376858376328,-0.2242435325375993,1
TCGA-50-5051-01,1.7346027226519531,-0.2060799126409767,-0.200861393307361,-0.3098649371373161,-0.0913095036172695,-0.2209913380216551,1
TCGA-50-5055-01,0.9882028719743392,-0.2123413624412307,-0.208314666870023,-0.3154365063659638,-0.0992141599001748,-0.2265731716630055,1
TCGA-50-5066-01,-0.375145443013722,-0.2357575306843319,-0.2361879411551687,-0.3362727035084861,-0.1287754863228332,-0.1899820100082,1
TCGA-50-5068-01,-0.364129114820347,-0.2231521593439911,-0.2211832243634302,-0.3250561799690542,-0.1128620587713198,-0.2362105674366146,1
TCGA-50-5072-01,-0.3622525032287066,-0.2210048571250503,1.7090838232019556,-0.3231454654621405,-0.110151235157345,-0.234296332850985,1
TCGA-50-5930-01,0.5501346082920163,-0.1965491428850054,-0.1895165072953199,3.0627273640832,-0.0792775523223144,-0.2124950355759041,1
TCGA-50-5931-01,-0.364210584487355,-0.2232453805505114,-0.2212941895833396,-0.3251391301518833,-0.1129797442306509,-0.2362936704372362,1
TCGA-50-5932-01,1.0377466192043137,0.5315912678187015,1.5303475129004125,-0.3131668147490098,-0.0959940379984378,-0.2242992986295585,1
TCGA-50-5933-01,-0.3519681279771868,4.042491359722692,-0.2046194328453624,1.9952634642058824,-0.09529513631889,1.5613587553301658,1
TCGA-50-5935-01,4.438838284834745,-0.2011728673430766,2.884555811382909,1.3069549522384387,-0.0851146912843537,-0.2166169021645892,1
TCGA-50-5936-01,-0.3399760535073967,-0.2026468303806715,0.1806122333767781,-0.3068101086086011,-0.0869754697873486,-0.2179308816312968,1
TCGA-50-5939-01,-0.3451780455895075,9.747750774405802,-0.1953710461387126,-0.3057607205025373,-0.0854866518358185,0.0176870115090932,1
TCGA-50-5941-01,-0.3405169841347329,-0.1961341121140787,4.264941881890304,-0.301014955433768,-0.0787536040841808,0.0309191096358308,1
TCGA-50-5942-01,0.9688761154232204,2.461616108748523,-0.2069849901663727,0.3145332706958796,-0.0978039557500955,0.3199042649606721,1
TCGA-50-5944-01,-0.3477310661398816,2.4531256598503632,-0.1988483708561161,-0.3083601360788766,-0.0891745691575206,-0.2194837646923408,1
TCGA-50-5946-01,-0.3610655591026684,1.595961097829758,-0.2170105286055893,3.669566967089595,-0.1084366575752461,-0.1634006038455478,1
TCGA-50-6590-01,-0.3572482618628987,2.330562761447869,-0.2118112042039184,0.8063799933555226,-0.1029224533865766,-0.2291917646281622,1
TCGA-50-6591-01,-0.3640589954692545,5.921927747599872,-0.2210877187660755,-0.3249847863669127,-0.1127607691951578,-0.236139042307184,1
TCGA-50-6592-01,-0.2944417829175567,-0.2214409386181531,1.2277173055726265,2.947136975575104,-0.110701758506454,-0.2346850821704274,1
TCGA-50-6593-01,-0.3499001175505744,-0.2068707095507611,-0.2018027129520368,-0.3105686047972382,-0.092307831154955,4.075205774019579,1
TCGA-50-6594-01,-0.3515598614902138,-0.2087698621832705,-0.2040633561830611,1.8576518323658648,-0.0947053827233079,1.6631306627907654,1
TCGA-50-6595-01,1.337519021784921,3.865996281507176,-0.2049824144705507,-0.312945537159628,-0.0956801007187609,0.396600101920639,1
TCGA-50-6597-01,2.7049519499717194,-0.2101119375888871,-0.2056608863811592,-0.3134527174191298,-0.09639966202372,1.4623271327153209,1
TCGA-50-6673-01,0.5258350420776555,5.458110550141285,0.6015216626584073,-0.3143882317096801,-0.0977269216540094,-0.2255229657871216,1
TCGA-50-7109-01,1.897702551892944,-0.1995799186368484,-0.0219748942721687,3.1710931436211416,-0.083103701433645,-0.2151968517032712,1
TCGA-50-8457-01,0.2712409879994118,0.7957861713694181,-0.211167132375844,0.1583751227407238,-0.1022393754907194,-0.2287094125761186,1
TCGA-50-8459-01,-0.3551897377581019,-0.2129233276095943,-0.2090074050923399,-0.3159543511667108,-0.0999488515085545,-0.22709197048093,1
TCGA-50-8460-01,1.3644924689328244,-0.2077596999635547,-0.2028609165554364,-0.3113596470935898,10.26087270398522,-0.2224888016581278,1
TCGA-53-7624-01,-0.3607083160617464,6.291516657995547,-0.2165239480897622,-0.3215732163966203,-0.1079206089290727,-0.2327211872562075,1
TCGA-53-7626-01,0.3744326649584812,0.7105303506114805,0.3220920528333332,0.7547196730428235,-0.0996556924850573,-0.2268849576974443,1
TCGA-53-7813-01,0.1234525481531828,-0.2118796204283135,0.8886686517456177,-0.3150256386479731,-0.0986312418827949,-0.2261615470100023,1
TCGA-53-A4EZ-01,1.875770632144492,-0.2111753698443166,-0.0617997084710214,2.7245610934413103,-0.0977421732196069,-0.2255337356041622,1
TCGA-55-1592-01,-0.3459302393928388,-0.2023281988815293,4.159000097556455,-0.3065265836243672,1.0184298877256954,-0.2176468343135281,1
TCGA-55-1594-01,-0.3582423861158649,7.357167017797235,0.0487401681480994,-0.3190624740876535,-0.1043584966851317,-0.2302058194469207,1
TCGA-55-1595-01,-0.3460066824207816,-0.2024156683846781,1.2004441111584352,-0.3066044158210206,-0.0866836434240798,-0.2177248098991901,1
TCGA-55-1596-01,-0.3546457500240526,-0.2123008727161022,-0.2082664702051151,-0.2827748332155511,-0.0991630443645815,-0.2265370766822803,1
TCGA-55-5899-01,-0.3524956862590515,-0.2098406743916233,-0.2053379901061451,-0.3132113417424169,-0.096057210609914,-0.224343907654332,1
TCGA-55-6543-01,-0.1286203654652613,-0.1974537822458556,-0.1905933385160532,-0.3021892255681185,0.7023211260357372,-0.1663045356835175,1
TCGA-55-6642-01,3.0218808141128024,0.9911141775305456,1.2642747640658925,1.3436330095919369,-0.089589292600934,-0.2197766195851345,1
TCGA-55-6712-01,-0.3505855983301973,0.7372362670660634,-0.2027363675040688,-0.3112665425461419,-0.0932980293891584,2.993121540111924,1
TCGA-55-6968-01,-0.3587194794936811,-0.2169622146626537,-0.2138150664256502,-0.3195482374934679,-0.1050476728579831,-0.2306924777668731,1
TCGA-55-6969-01,1.585988877350184,-0.2201051302518592,-0.2175562143096041,1.5585815492071284,-0.1090153909187183,-0.233494262102354,1
TCGA-55-6970-01,-0.3527424562290931,-0.2101230395366533,-0.2056741015080737,-0.3127899872480406,-0.0964136774808364,-0.2245956249587826,1
TCGA-55-6971-01,0.9412415089341628,-0.2044431729916637,-0.1989131115601065,-0.3084085319026929,-0.0892432306668903,-0.2195322496750078,1
TCGA-55-6972-01,0.1351553754156335,-0.2115643831782364,-0.2073897949658551,-0.3147451339376771,-0.0982332762056883,-0.2258805255303737,1
TCGA-55-6975-01,-0.3505998415311285,-0.2076713647650756,-0.202755767361483,-0.3112810445830926,-0.0933186041344039,-0.222410054339485,1
TCGA-55-6978-01,-0.3615565283839453,-0.2202084918382,0.7086920317879327,-0.3224368429436308,-0.1091458779207616,3.262488003845049,1
TCGA-55-6979-01,1.6857183854503028,0.2260297059156813,-0.1976725574099212,-0.3074811765236728,-0.0879275464812633,-0.2186031858440342,1
TCGA-55-6980-01,-0.3481519443671363,-0.2048703722552805,-0.1994216252556686,-0.3087886627585806,-0.0897825408028694,2.4308264228414247,1
TCGA-55-6981-01,-0.3399910704804533,6.932910476265767,-0.1883061610743805,1.24974039027923,-0.0779939055086823,-0.2115885947755066,1
TCGA-55-6982-01,-0.3452432924370779,0.0186728212936675,0.9736430385337004,-0.3058271530550904,0.1308069803273185,0.1264156177131714,1
TCGA-55-6983-01,4.286818530799728,-0.2029577289975372,-0.1971449235519892,-0.3070867527121581,-0.0873679582338829,-0.2182080353918524,1
TCGA-55-6984-01,-0.3389300769709976,-0.1943183025511827,2.031819612758049,-0.2993992100379803,-0.0764612674963632,0.7894699561152053,1
TCGA-55-6985-01,0.3113273011408042,-0.1991407149218294,1.0893857949298933,-0.3036902936095607,-0.0825492364908358,0.8665504041121296,1
TCGA-55-6986-01,4.69227008236378,-0.1993700566611062,-0.1928743625430148,-0.3038943666945749,-0.0828387649032864,-0.2150097680926687,1
TCGA-55-6987-01,-0.3495325635116495,-0.2064501379168226,-0.2013020884097284,0.3291593420493379,-0.0917768879525535,-0.2213213791408078,1
TCGA-55-7227-01,0.4240029525539492,-0.2004572335824858,-0.1941684760893257,-0.3048617594988754,-0.0842112521317018,0.1929935147113791,1
TCGA-55-7281-01,0.5857229354365149,-0.2064860652328706,0.2776170476324174,-0.3102263402237131,-0.0918222437556959,0.0759774644615554,1
TCGA-55-7283-01,3.950144156916204,0.8055714748825166,0.2839670539678551,-0.3076001224118411,-0.0880963007987007,2.509083819924201,1
TCGA-55-7284-01,-0.3490328710346146,-0.2058783676210913,0.6707977767592209,-0.309685598155642,5.112038889497423,-0.2208116686466491,1
TCGA-55-7570-01,1.8351392796187047,-0.2186491878788986,-0.2158231433526659,-0.3210493416084928,-0.107177362284279,-0.2321963473419531,1
TCGA-55-7573-01,-0.3518328996059342,0.21140173370123,-0.2044352459386874,-0.312536510531344,-0.0950997947449042,-0.2236678332125335,1
TCGA-55-7574-01,-0.3445501228052529,-0.2007490082679139,0.09236560485628,-0.1901790476561887,-0.0845795979100659,-0.2162390486449716,1
TCGA-55-7576-01,-0.3526201784207486,-0.2099831238447993,2.781226490604377,1.9684028394018,-0.0962370433964035,3.309818472919721,1
TCGA-55-7724-01,-0.364322248068131,0.6528188520599375,0.1730524947329574,4.2225154941309055,-0.1131410457343488,-0.2364075726902271,1
TCGA-55-7725-01,2.138333260645807,-0.2181743018610171,2.462583296499503,-0.3206267780794781,-0.1065778508508792,0.9847314787800908,1
TCGA-55-7726-01,-0.3576812360661064,3.691411309159861,0.7494458063980367,0.2642895355111778,-0.1035478980441317,0.9306327426019066,1
TCGA-55-7727-01,-0.3630809142369103,-0.221952761744224,-0.2197555297069782,4.168111671219474,-0.1113479005371811,1.5579169567882587,1
TCGA-55-7728-01,-0.355916891063791,-0.2137553686743367,-0.2099978194322651,-0.3166947187399047,1.6560655166793143,-0.2278337020214393,1
TCGA-55-7815-01,-0.3624600219065259,-0.2212423092005559,2.8941519291569664,1.4181093404625005,-0.1104510023199689,-0.2345080119389834,1
TCGA-55-7816-01,0.8131414566560378,-0.1797435556115293,-0.2055356181944053,-0.3133590752941255,-0.0962668073859361,-0.2244919133731953,1
TCGA-55-7903-01,1.366329341664958,-0.2024045805065648,-0.1964864870627557,-0.3065945495947507,-0.0866696457289472,2.6574612000177824,1
TCGA-55-7907-01,3.38299486081687,-0.1989737211015297,3.171570363476332,0.0489844736853835,-0.08233841810325,-0.2146564506932993,1
